Sl No,STATE/UT,YEAR,POPULATION,MALES,FEMALES,MALES(per_100k),FEMALES(per_100k),TOTAL IPC CRIMES,TOTAL IPC CRIMES(per_100k),ARSON,ARSON(per_100k),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(per_100k),ATTEMPT TO MURDER,ATTEMPT TO MURDER(per_100k),AUTO THEFT,AUTO THEFT(per_100k),BURGLARY,BURGLARY(per_100k),CAUSING DEATH BY NEGLIGENCE,CAUSING DEATH BY NEGLIGENCE(per_100k),CHEATING,CHEATING(per_100k),COUNTERFIETING,COUNTERFIETING(per_100k),CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST(per_100k),CRUELTY BY HUSBAND OR HIS RELATIVES,CRUELTY BY HUSBAND OR HIS RELATIVES(per_100k),CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER(per_100k),CUSTODIAL RAPE,CUSTODIAL RAPE(per_100k),DACOITY,DACOITY(per_100k),DOWRY DEATHS,DOWRY DEATHS(per_100k),HURT/GREVIOUS HURT,HURT/GREVIOUS HURT(per_100k),IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES(per_100k),INSULT TO MODESTY OF WOMEN,INSULT TO MODESTY OF WOMEN(per_100k),KIDNAPPING & ABDUCTION,KIDNAPPING & ABDUCTION(per_100k),KIDNAPPING AND ABDUCTION OF OTHERS,KIDNAPPING AND ABDUCTION OF OTHERS(per_100k),KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS(per_100k),MURDER,MURDER(per_100k),OTHER RAPE,OTHER RAPE(per_100k),OTHER THEFT,OTHER THEFT(per_100k),PREPARATION AND ASSEMBLY FOR DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY(per_100k),RAPE,RAPE(per_100k),RIOTS,RIOTS(per_100k),ROBBERY,ROBBERY(per_100k),THEFT,THEFT(per_100k),OTHER IPC CRIMES,OTHER IPC CRIMES(per_100k)
391,Tamil Nadu,2011,67444,33852,33592,50192.75251,49807.24749,385758,571967.8548,1412,2093.588755,2934,4350.275784,5924,8783.583417,9822,14563.19317,9696,14376.37151,32152,47672.14281,7744,11482.1185,550,815.4913706,476,705.7707135,3624,5373.346777,56,83.03184864,0,0,202,299.5077398,304,450.7443212,42334,62769.11215,0,0,928,1375.956349,3968,5883.399561,482,714.666983,3486,5168.732578,3754,5566.099282,1354,2007.591483,18026,26727.35899,22,32.61965482,1354,2007.591483,6018,8922.958306,4132,6126.564261,27848,41290.55216,230326,341507.0281
392,Tripura,2011,3616,1851,1765,51189.15929,48810.84071,11606,320962.3894,116,3207.964602,588,16261.06195,150,4148.230088,118,3263.274336,454,12555.30973,28,774.3362832,198,5475.663717,18,497.7876106,108,2986.725664,1404,38827.43363,0,0,0,0,22,608.4070796,60,1659.292035,2680,74115.04425,0,0,18,497.7876106,308,8517.699115,76,2101.769912,232,6415.929204,326,9015.486726,410,11338.49558,870,24059.73451,0,0,410,11338.49558,350,9679.20354,100,2765.486726,988,27323.00885,3280,90707.9646
393,Uttar Pradesh,2011,200764,105798,94966,52697.69481,47302.30519,390270,194392.421,954,475.1847941,6910,3441.852125,9306,4635.29318,42726,21281.70389,11530,5743.061505,28760,14325.27744,19882,9903.169891,540,268.972525,7442,3706.839872,14242,7093.901297,2908,1448.466857,0,0,758,377.5577295,4644,2313.163715,24468,12187.44396,0,0,6,2.988583611,17000,8467.653563,1950,971.2896734,15050,7496.36389,9902,4932.159152,4084,2034.229244,30640,15261.7003,78,38.85158694,4084,2034.229244,10044,5002.888964,6296,3136.020402,73366,36543.4042,137150,68314.04037
394,Uttarakhand,2011,9943,5072,4871,51010.76134,48989.23866,17548,176485.97,34,341.9491099,232,2333.299809,378,3801.669516,1680,16896.30896,684,6879.211506,1392,13999.79885,1038,10439.50518,52,522.9809917,230,2313.185155,614,6175.198632,108,1086.19129,0,0,26,261.4904958,166,1669.516243,1704,17137.6848,0,0,144,1448.255054,628,6316.001207,62,623.5542593,566,5692.446948,356,3580.408327,258,2594.790305,2506,25203.66087,2,20.11465353,258,2594.790305,802,8065.976064,358,3600.522981,4186,42099.96983,4156,41798.25003
395,West Bengal,2011,89499,46045,43454,51447.50221,48552.49779,286394,319996.8715,826,922.9153398,4726,5280.505927,4484,5010.111845,9284,10373.30026,910,1016.771137,6498,7260.416318,8342,9320.774534,414,462.5750008,2528,2824.612566,39544,44183.7339,972,1086.045654,0,0,472,527.3801942,1020,1139.677538,26188,29260.66213,0,0,400,446.932368,8570,9575.525984,1148,1282.695896,7422,8292.830087,4218,4712.90182,4726,5280.505927,33608,37551.25756,1878,2098.347468,4726,5280.505927,12038,13450.42961,1520,1698.342998,42892,47924.55782,113228,126513.1454
396,A&N Islands,2012,507,266,241,52465.48323,47534.51677,1366,269428.0079,8,1577.90927,34,6706.114398,6,1183.431953,0,0,142,28007.88955,12,2366.863905,62,12228.79684,2,394.4773176,10,1972.386588,10,1972.386588,0,0,0,0,10,1972.386588,4,788.9546351,124,24457.59369,0,0,8,1577.90927,16,3155.81854,2,394.4773176,14,2761.341223,30,5917.159763,24,4733.727811,142,28007.88955,0,0,24,4733.727811,16,3155.81854,4,788.9546351,142,28007.88955,702,138461.5385
397,Andhra Pradesh,2012,85491,42974,42517,50267.2796,49732.7204,385044,450391.2693,1960,2292.638991,9632,11266.68304,4366,5106.970324,16072,18799.63973,16884,19749.44731,27858,32585.88623,22004,25738.38182,520,608.2511609,2542,2973.412406,26778,31322.59536,316,369.6295516,0,0,262,306.465008,1008,1179.071481,113536,132804.6227,0,0,7428,8688.633891,3740,4374.729504,934,1092.512662,2806,3282.216842,5434,6356.224632,2682,3137.172334,38878,45476.13199,2,2.339427542,2682,3137.172334,3756,4393.444924,1336,1562.737598,54950,64275.77172,78050,91296.15983
398,Arunachal Pradesh,2012,1255,661,594,52669.32271,47330.67729,4840,385657.3705,66,5258.964143,134,10677.29084,58,4621.513944,190,15139.44223,430,34262.94821,188,14980.07968,170,13545.81673,2,159.3625498,110,8764.940239,52,4143.426295,2,159.3625498,0,0,40,3187.250996,2,159.3625498,876,69800.79681,0,0,4,318.7250996,164,13067.72908,48,3824.701195,116,9243.027888,146,11633.46614,92,7330.677291,614,48924.30279,0,0,92,7330.677291,56,4462.151394,130,10358.56574,804,64063.74502,1314,104701.1952
399,Assam,2012,30945,15883,15061,51326.5471,48670.22136,155364,502064.954,5660,18290.51543,3680,11892.06657,1340,4330.26337,5440,17579.57667,7650,24721.27969,5130,16577.79932,3410,11019.55082,122,394.2478591,2556,8259.815802,12814,41408.95137,108,349.0063015,0,0,532,1719.179189,280,904.831152,13352,43147.51979,4,12.92615931,10,32.31539829,7624,24637.25965,904,2921.312005,6720,21715.94765,2736,8841.492971,3432,11090.64469,13348,43134.59363,14,45.2415576,3432,11090.64469,10154,32813.05542,1814,5862.013249,18788,60714.1703,54154,175000.8079
400,Bihar,2012,99020,51282,47738,51789.53747,48210.46253,293228,296130.0747,1598,1613.815391,236,238.3356898,10904,11011.91678,12808,12934.76065,7516,7590.385781,9262,9353.665926,7866,7943.849727,80,80.79175924,3300,3332.660069,7372,7444.960614,570,575.6412846,0,0,1080,1090.68875,2550,2575.237326,91654,92561.09877,8,8.079175924,74,74.7323773,9614,9709.149667,2036,2056.150273,7578,7652.999394,7132,7202.585336,1854,1872.34902,22526,22748.93961,108,109.068875,1854,1872.34902,21742,21957.18037,2532,2557.05918,35334,35683.70026,70842,71543.1226
401,Chandigarh,2012,1508,876,632,58090.18568,41909.81432,7212,478249.3369,18,1193.633952,90,5968.169761,88,5835.543767,1788,118567.6393,470,31167.10875,6,397.8779841,468,31034.48276,4,265.2519894,68,4509.28382,146,9681.697613,10,663.1299735,0,0,6,397.8779841,10,663.1299735,84,5570.291777,0,0,50,3315.649867,174,11538.46154,42,2785.145889,132,8753.31565,42,2785.145889,54,3580.901857,1310,86870.02653,18,1193.633952,54,3580.901857,98,6498.67374,126,8355.437666,3098,205437.6658,2084,138196.2865
402,Chhattisgarh,2012,24585,12341,12244,50197.27476,49802.72524,109196,444157.0063,660,2684.563758,3202,13024.20175,1186,4824.079723,4716,19182.42831,6668,27122.229,5776,23494.00041,1850,7524.913565,106,431.1572097,340,1382.957088,1960,7972.340858,52,211.511084,0,0,128,520.6426683,162,658.9383771,21710,88305.87757,0,0,324,1317.876754,900,3660.768761,200,813.5041692,700,2847.264592,1996,8118.771609,2068,8411.63311,5966,24266.82937,8,32.54016677,2068,8411.63311,1820,7402.88794,824,3351.637177,10682,43449.25768,46774,190254.2201
403,D&N Haveli,2012,370,201,169,54324.32432,45675.67568,636,171891.8919,24,6486.486486,4,1081.081081,4,1081.081081,72,19459.45946,44,11891.89189,46,12432.43243,8,2162.162162,0,0,20,5405.405405,0,0,0,0,0,0,4,1081.081081,0,0,50,13513.51351,0,0,0,0,26,7027.027027,8,2162.162162,18,4864.864865,14,3783.783784,6,1621.621622,64,17297.2973,0,0,6,1621.621622,22,5945.945946,4,1081.081081,136,36756.75676,224,60540.54054
404,Daman & Diu,2012,281,184,97,65480.42705,34519.57295,478,170106.7616,22,7829.181495,0,0,10,3558.718861,84,29893.23843,52,18505.33808,76,27046.26335,16,5693.950178,0,0,12,4270.462633,6,2135.231317,0,0,0,0,2,711.7437722,0,0,34,12099.64413,0,0,0,0,6,2135.231317,6,2135.231317,0,0,6,2135.231317,10,3558.718861,26,9252.669039,0,0,10,3558.718861,18,6405.69395,6,2135.231317,110,39145.90747,92,32740.21352
405,Delhi UT,2012,18983,10518,8465,55407.46984,44592.53016,108574,571953.8534,158,832.323658,1454,7659.484802,878,4625.19096,28782,151619.8704,3430,18068.7984,1826,9619.132908,4982,26244.53458,122,642.6802929,682,3592.688195,3970,20913.44888,164,863.9308855,0,0,56,295.0007902,268,1411.789496,3494,18405.94216,0,0,416,2191.434441,7940,41826.89775,3620,19069.69394,4320,22757.20381,1042,5489.121846,1412,7438.23421,15282,80503.60849,26,136.9646526,1412,7438.23421,158,832.323658,1216,6405.731444,44064,232123.4789,30816,162334.7205
406,Goa,2012,1817,956,862,52614.19923,47440.83654,7216,397138.1398,68,3742.432581,98,5393.505779,70,3852.504128,600,33021.46395,712,39185.47056,466,25646.67034,410,22564.66703,32,1761.144744,128,7044.578976,48,2641.717116,6,330.2146395,0,0,12,660.429279,0,0,532,29279.03137,0,0,32,1761.144744,48,2641.717116,16,880.572372,32,1761.144744,90,4953.219593,110,6053.935058,1230,67694.0011,0,0,110,6053.935058,244,13428.72867,50,2751.788663,1830,100715.4651,2230,122729.7744
407,Gujarat,2012,59800,31440,28359,52575.25084,47423.07692,260242,435187.291,564,943.1438127,1490,2491.638796,1114,1862.876254,18114,30290.9699,9390,15702.34114,11146,18638.79599,2722,4551.839465,432,722.4080268,2480,4147.157191,13316,22267.55853,86,143.812709,0,0,574,959.8662207,42,70.23411371,20468,34227.42475,0,0,186,311.0367893,3440,5752.508361,386,645.4849498,3054,5107.023411,2252,3765.886288,946,1581.939799,13790,23060.20067,38,63.5451505,946,1581.939799,3516,5879.598662,2732,4568.561873,31904,53351.17057,151404,253183.9465
408,Haryana,2012,25854,13985,11869,54092.2101,45907.7899,124960,483329.4655,382,1477.527655,1050,4061.267115,1820,7039.529667,25958,100402.2588,10258,39676.64578,2968,11479.84838,3596,13908.8729,40,154.7149377,1480,5724.452696,6274,24267.03798,136,526.0307883,0,0,408,1578.092365,516,1995.822697,6554,25350.04255,0,0,868,3357.314149,2698,10435.52255,898,3473.350352,1800,6962.172198,1982,7666.125164,1336,5167.47892,9222,35669.52889,352,1361.491452,1336,5167.47892,2848,11015.70357,1422,5500.116036,35180,136071.7877,42792,165514.0404
409,Himachal Pradesh,2012,6856,3505,3351,51123.10385,48876.89615,25114,366306.8845,262,3821.470245,500,7292.882147,106,1546.091015,530,7730.455076,1856,27071.17853,1124,16394.39907,746,10880.98016,2,29.17152859,274,3996.499417,502,7322.053676,18,262.5437573,0,0,2,29.17152859,4,58.34305718,2346,34218.20303,0,0,136,1983.663944,344,5017.502917,40,583.4305718,304,4434.072345,226,3296.38273,366,5338.389732,1008,14702.45041,0,0,366,5338.389732,988,14410.73512,20,291.7152859,1538,22432.90548,13754,200612.6021
410,India,2012,1208116,625446,582670,51770.3598,48229.6402,4774376,395191.8524,23672,1959.414493,90702,7507.722768,70276,5816.991084,308702,25552.34762,185784,15377.9935,215182,17811.36911,188406,15595.02564,4702,389.201037,35802,2963.457151,213054,17635.22708,7240,599.2802016,2,0.165547017,8628,714.1698314,16466,1362.948591,664648,55015.24688,118,9.767274003,18346,1518.562787,95184,7878.713633,18660,1544.553669,76524,6334.159965,68868,5700.445984,49844,4125.762758,366112,30304.37475,6198,513.0302057,49846,4125.928305,149266,12355.27052,54686,4526.552086,674814,55856.72237,1932488,159958.8119
411,Jammu & Kashmir,2012,11865,6211,5654,52347.23978,47652.76022,49216,414799.8314,380,3202.697008,2644,22284.02866,1022,8613.569322,1114,9388.959123,2790,23514.53856,742,6253.687316,1224,10316.05563,34,286.5571007,326,2747.576907,602,5073.746313,32,269.7008007,0,0,12,101.1378003,16,134.8504003,644,5427.728614,0,0,694,5849.136115,2186,18423.93595,104,876.5276022,2082,17547.40834,248,2090.181205,606,5107.458913,2930,24694.47956,0,0,606,5107.458913,2800,23598.82006,162,1365.360303,4044,34083.43869,28008,236055.6258
412,Jharkhand,2012,31904,16418,15486,51460.6319,48539.3681,81892,256682.5476,272,852.557673,568,1780.341023,1684,5278.335005,4430,13885.40622,2432,7622.868606,3188,9992.477432,3132,9816.950853,28,87.76328987,1278,4005.767302,2522,7904.964895,184,576.7301906,0,0,568,1780.341023,604,1893.179539,9570,29996.23872,6,18.80641926,20,62.68806419,2112,6619.859579,540,1692.577733,1572,4927.281846,3388,10619.35807,1624,5090.270812,8930,27990.22066,66,206.8706118,1624,5090.270812,4662,14612.58776,988,3096.790371,13360,41875.62688,29636,92891.17352
413,Karnataka,2012,60026,30442,29583,50714.6903,49283.64375,268042,446543.1646,832,1386.066038,5956,9922.366974,3846,6407.223536,17772,29607.17023,11584,19298.30407,1752,2918.735215,11644,19398.26075,168,279.8787192,802,1336.087695,7368,12274.68097,142,236.5641555,0,0,422,703.0286876,436,726.3519142,40700,67803.95162,64,106.6204645,200,333.1889515,2902,4834.571686,762,1269.449905,2140,3565.121781,3720,6197.314497,1242,2069.103389,19064,31759.57085,1072,1785.89278,1242,2069.103389,15004,24995.83514,4414,7353.480159,36836,61366.74108,116936,194808.9161
414,Kerala,2012,34802,16983,17819,48798.9196,51201.0804,317978,913677.3749,1136,3264.18022,7470,21464.28366,994,2856.157692,2524,7252.456755,5420,15573.8176,96,275.8462157,9362,26900.75283,136,390.782139,602,1729.785645,10432,29975.28878,214,614.9071892,0,0,144,413.7693236,64,183.8974772,42340,121659.6747,0,0,996,2861.904488,562,1614.849721,134,385.0353428,428,1229.814378,748,2149.301764,2038,5855.985288,5632,16182.97799,578,1660.824091,2038,5855.985288,21876,62858.45641,1450,4166.427217,8156,23435.43475,203164,583771.0476
415,Lakshadweep,2012,77,38,39,49350.64935,50649.35065,120,155844.1558,6,7792.207792,2,2597.402597,0,0,2,2597.402597,6,7792.207792,0,0,0,0,0,0,0,0,2,2597.402597,0,0,0,0,0,0,0,0,6,7792.207792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15584.41558,0,0,0,0,20,25974.02597,0,0,14,18181.81818,64,83116.88312
416,Madhya Pradesh,2012,73344,38275,35069,52185.59119,47814.40881,440670,600826.2435,1628,2219.677138,13310,18147.36038,4664,6359.075044,24558,33483.31152,20038,27320.57155,15442,21054.2103,4042,5511.016579,62,84.53315881,1152,1570.680628,7976,10874.78185,228,310.8638743,0,0,214,291.7757417,1486,2026.068935,71098,96937.71815,12,16.36125654,1548,2110.602094,2604,3550.39267,350,477.2033159,2254,3073.189354,4746,6470.876963,6850,9339.550611,21806,29731.13002,254,346.3132635,6850,9339.550611,3902,5320.135253,3880,5290.139616,46364,63214.44154,229170,312459.0969
417,Maharashtra,2012,114184,59666,54519,52254.25629,47746.61949,405400,355040.9865,2492,2182.442374,7870,6892.384222,4336,3797.379668,35710,31274.08393,31296,27408.39347,26622,23315.00035,18796,16461.15042,582,509.7036362,3800,3327.961886,14830,12987.80915,342,299.5165697,0,0,1586,1388.986198,658,576.262874,56784,49730.25993,0,0,2588,2266.5172,3166,2772.717719,886,775.9405871,2280,1996.777132,5424,4750.227703,3678,3221.116794,59242,51882.9258,644,564.0019617,3678,3221.116794,17720,15518.81174,13898,12171.58271,94952,83157.00974,93336,81741.75016
418,Manipur,2012,2478,1249,1229,50403.55125,49596.44875,7474,301614.205,148,5972.558515,98,3954.80226,818,33010.49233,1472,59402.74415,106,4277.643261,4,161.4205004,272,10976.59403,4,161.4205004,134,5407.586764,86,3470.540759,8,322.8410008,0,0,16,645.6820016,0,0,570,23002.42131,0,0,2,80.7102502,446,17998.38579,180,7263.922518,266,10734.46328,166,6698.950767,126,5084.745763,334,13478.61178,342,13801.45278,126,5084.745763,144,5811.138015,6,242.1307506,1806,72881.35593,2172,87651.33172
419,Meghalaya,2012,2651,1340,1311,50546.96341,49453.03659,5114,192908.3365,122,4602.036967,86,3244.058846,126,4752.923425,304,11467.3708,290,10939.2682,204,7695.209355,216,8147.868729,26,980.7619766,88,3319.502075,32,1207.091664,16,603.5458318,0,0,104,3923.047906,2,75.44322897,314,11844.58695,0,0,0,0,184,6940.777065,136,5130.13957,48,1810.637495,274,10335.72237,328,12372.68955,782,29498.30253,2,75.44322897,328,12372.68955,0,0,92,3470.388533,1086,40965.67333,1522,57412.29725
420,Mizoram,2012,1016,523,493,51476.37795,48523.62205,3532,347637.7953,24,2362.204724,170,16732.28346,42,4133.858268,48,4724.409449,694,68307.08661,68,6692.913386,84,8267.716535,12,1181.102362,24,2362.204724,16,1574.80315,14,1377.952756,0,0,4,393.7007874,0,0,206,20275.59055,0,0,0,0,16,1574.80315,10,984.2519685,6,590.5511811,60,5905.511811,206,20275.59055,1162,114370.0787,0,0,206,20275.59055,2,196.8503937,8,787.4015748,1210,119094.4882,672,66141.73228
421,Nagaland,2012,2275,1193,1082,52439.56044,47560.43956,2180,95824.17582,14,615.3846154,32,1406.593407,84,3692.307692,130,5714.285714,130,5714.285714,62,2725.274725,78,3428.571429,8,351.6483516,44,1934.065934,0,0,12,527.4725275,0,0,2,87.91208791,0,0,60,2637.362637,0,0,0,0,54,2373.626374,34,1494.505495,20,879.1208791,150,6593.406593,42,1846.153846,632,27780.21978,0,0,42,1846.153846,6,263.7362637,108,4747.252747,762,33494.50549,532,23384.61538
422,Odisha,2012,41105,20774,20330,50538.86389,49458.70332,135914,330650.7724,938,2281.960832,8374,20372.21749,3758,9142.440092,6420,15618.53789,6860,16688.96728,7210,17540.4452,3214,7819.000122,38,92.44617443,634,1542.391437,5276,12835.42148,108,262.7417589,0,0,804,1955.966427,1050,2554.433767,16446,40009.73118,0,0,608,1479.138791,3084,7502.736893,356,866.0746868,2728,6636.662207,3096,7531.930422,2916,7094.027491,12840,31237.07578,198,481.6932247,2916,7094.027491,4410,10728.62182,3226,7848.19365,19260,46855.61367,44406,108030.6532
423,Puducherry,2012,1451,770,681,53066.85045,46933.14955,8562,590075.8098,42,2894.555479,18,1240.523777,54,3721.57133,924,63680.22054,154,10613.37009,526,36250.86147,180,12405.23777,12,827.0158511,18,1240.523777,12,827.0158511,24,1654.031702,0,0,10,689.1798759,0,0,1636,112749.8277,0,0,4,275.6719504,38,2618.883529,6,413.5079256,32,2205.375603,58,3997.24328,26,1791.867677,392,27015.85114,30,2067.539628,26,1791.867677,252,17367.33287,32,2205.375603,1316,90696.07167,4120,283942.1089
424,Punjab,2012,27981,15061,12920,53825.81037,46174.18963,71580,255816.4469,148,528.9303456,680,2430.220507,2090,7469.354205,4022,14374.03953,5656,20213.71645,6810,24337.9436,6902,24666.73814,98,350.2376613,578,2065.687431,2586,9241.985633,208,743.3615668,2,7.147707373,96,343.0899539,236,843.42947,8372,29920.30306,0,0,62,221.5789286,1838,6568.743076,460,1643.972696,1378,4924.77038,1710,6111.289804,1358,4853.293306,6522,23308.67374,368,1315.178157,1360,4860.441014,2,7.147707373,426,1522.46167,10544,37682.71327,20810,74371.89521
425,Rajasthan,2012,68892,35954,32938,52188.9334,47811.0666,341896,496278.2326,950,1378.969982,4704,6828.078732,3076,4464.959647,28214,40953.95692,9220,13383.26656,16568,24049.23649,39292,57034.19846,98,142.2516402,1364,1979.910585,26624,38645.99663,196,284.5032805,0,0,62,89.99593567,956,1387.679266,35228,51135.11003,0,0,36,52.25570458,6486,9414.736109,1092,1585.089706,5394,7829.646403,2922,4241.421355,4098,5948.441038,18414,26728.79289,148,214.8290077,4098,5948.441038,1146,1663.473262,1614,2342.797422,46628,67682.74981,140480,203913.3717
426,Sikkim,2012,619,329,291,53150.24233,47011.30856,1056,170597.7383,40,6462.035541,38,6138.933764,14,2261.712439,34,5492.73021,130,21001.61551,64,10339.25687,62,10016.15509,2,323.1017771,6,969.3053312,8,1292.407108,0,0,0,0,0,0,2,323.1017771,182,29402.26171,0,0,0,0,20,3231.017771,0,0,20,3231.017771,14,2261.712439,68,10985.46042,200,32310.17771,0,0,68,10985.46042,44,7108.239095,12,1938.610662,234,37802.90792,116,18739.90307
427,Tamil Nadu,2012,67862,34054,33808,50181.25018,49818.74982,400948,590828.446,1452,2139.636321,2988,4403.053255,5908,8705.903156,7830,11538.12148,8914,13135.48083,30998,45677.99358,8302,12233.65064,754,1111.078365,524,772.1552563,3930,5791.164422,88,129.6749285,0,0,194,285.8742743,220,324.1873213,44200,65132.18001,0,0,764,1125.814152,3890,5732.221273,504,742.6836816,3386,4989.537591,3898,5744.009902,1474,2172.055053,16162,23815.97949,38,55.99599187,1474,2172.055053,6272,9242.285815,3796,5593.704872,23992,35354.10097,248352,365966.2256
428,Tripura,2012,3658,1872,1786,51175.50574,48824.49426,12528,342482.2307,118,3225.806452,628,17167.85128,158,4319.300164,280,7654.455987,478,13067.24986,20,546.7468562,210,5740.84199,18,492.0721706,94,2569.710224,1716,46910.88026,4,109.3493712,0,0,14,382.7227993,74,2022.963368,3008,82230.72717,0,0,14,382.7227993,278,7599.781301,50,1366.867141,228,6232.914161,248,6779.661017,458,12520.50301,850,23236.74139,0,0,458,12520.50301,256,6998.359759,120,3280.481137,1130,30891.19738,3484,95243.30235
429,Uttar Pradesh,2012,204250,107632,96618,52696.20563,47303.79437,396186,193971.1138,654,320.1958384,6494,3179.436965,9622,4710.893513,45546,22299.14321,12374,6058.261934,28812,14106.24235,21426,10490.08568,410,200.7343941,7276,3562.301102,15322,7501.591187,2820,1380.660955,0,0,644,315.2998776,4488,2197.307222,24580,12034.27173,0,0,16,7.833537332,17756,8693.268054,1936,947.8580171,15820,7745.410037,9932,4862.668299,3926,1922.154223,29206,14299.14321,136,66.58506732,3926,1922.154223,11352,5557.894737,6318,3093.268054,74752,36598.28641,137076,67111.87271
430,Uttarakhand,2012,10084,5145,4939,51021.42007,48978.57993,17764,176160.2539,34,337.1677906,278,2756.842523,322,3193.177311,1898,18821.89607,782,7754.859183,1340,13288.37763,1058,10491.86831,44,436.3347878,274,2717.175724,736,7298.690996,88,872.6695756,0,0,58,575.1685839,142,1408.171361,2044,20269.73423,0,0,146,1447.838159,594,5890.519635,82,813.1693772,512,5077.350258,434,4303.847679,296,2935.343118,1928,19119.39706,6,59.50019833,296,2935.343118,738,7318.524395,288,2856.00952,3826,37941.29314,4236,42007.14002
431,West Bengal,2012,90320,46445,43874,51422.71922,48576.1736,322854,357455.713,792,876.8821966,6690,7406.997343,5708,6319.751993,10316,11421.61205,928,1027.457927,8770,9709.920283,10600,11736.0496,704,779.4508415,2782,3080.159433,39730,43988.04252,1044,1155.890168,0,0,558,617.8033658,1186,1313.108946,31846,35259.07883,24,26.57218778,1112,1231.178034,10234,11330.82374,1898,2101.417183,8336,9229.406554,4504,4986.713906,4092,4530.558016,35666,39488.48539,1750,1937.555359,4092,4530.558016,13222,14639.06112,1632,1806.908769,45982,50910.09743,128964,142785.651
432,A&N Islands,2013,520,271,250,52115.38462,48076.92308,1224,235384.6154,4,769.2307692,90,17307.69231,8,1538.461538,4,769.2307692,84,16153.84615,12,2307.692308,50,9615.384615,0,0,10,1923.076923,18,3461.538462,2,384.6153846,0,0,2,384.6153846,2,384.6153846,110,21153.84615,0,0,16,3076.923077,28,5384.615385,4,769.2307692,24,4615.384615,12,2307.692308,54,10384.61538,70,13461.53846,0,0,54,10384.61538,0,0,2,384.6153846,74,14230.76923,646,124230.7692
